"Word","Length","Freq_HAL","Log_Freq_HAL","POS"
"skim","4","942","6.848","VB|NN"
"skimmed","7","429","6.061","VB"
"skimmer","7","738","6.604","NN"
"skimming","8","521","6.256","VB"
"skimp","5","172","5.147","VB"
"skimpy","6","539","6.290","JJ"
"skin","4","24,973","10.126","NN|VB"
"skindive","8","0","0.000","VB"
"skindiving","10","1","0.000","VB|NN|JJ"
"skinflint","9","28","3.332","NN"
"skinfolds","9","4","1.386","NN|VB"
"skinhead","8","1,221","7.107","NN"
"skinless","8","63","4.143","JJ"
"skinner","7","2,020","7.611","NN"
"skinny","6","3,377","8.125","JJ"
"skins","5","1,937","7.569","NN|VB"
"skip","4","8,818","9.085","VB|NN"
"skipped","7","1,798","7.494","VB"
"skipper","7","586","6.373","NN|VB"
"skippers","8","73","4.290","NN|VB"
"skipping","8","1,484","7.302","VB"
"skips","5","554","6.317","VB"
"skirmish","8","332","5.805","NN"
"skirmished","10","5","1.609","JJ"
"skirmishers","11","1,447","7.277","NN"
"skirmishes","10","248","5.513","NN"
"skirmishing","11","15","2.708","NN|VB"
"skirt","5","4,928","8.503","NN|VB"
"skirted","7","84","4.431","VB"
"skirting","8","102","4.625","VB"
"skirts","6","1,363","7.217","NN|VB"
"skis","4","2,189","7.691","NN|VB"
"skit","4","805","6.691","NN"
"skits","5","1,037","6.944","NN"
"skitter","7","32","3.466","VB|NN"
"skittish","8","134","4.898","JJ"
"skiway","6","2","0.693","NN"
"skulk","5","106","4.663","VB"
"skull","5","7,302","8.896","NN"
"skullcap","8","35","3.555","NN"
"skulls","6","1,237","7.120","NN"
"skunk","5","885","6.786","NN"
"skunks","6","487","6.188","NN"
"sky","3","19,795","9.893","NN"
"skydive","7","537","6.286","VB"
"skydiver","8","204","5.318","NN"
"skyhook","7","20","2.996","NN|VB"
"skyjack","7","4","1.386","VB"
"skyjacked","9","6","1.792","JJ|VB"
"skyjackers","10","0","0.000","NN"
"skylark","7","188","5.236","NN"
"skylarking","10","12","2.485","VB"
"skylight","8","151","5.017","NN"
"skylights","9","90","4.500","NN"
"skyline","7","583","6.368","NN"
"skyrocket","9","305","5.720","VB"
"sky's","5","175","5.165","encl"
"skyscraper","10","188","5.236","NN"
"skyscrapers","11","175","5.165","NN"
"skyward","7","123","4.812","RB"
"skyway","6","131","4.875","NN"
"skywriting","10","22","3.091","VB|NN|JJ"
"slab","4","981","6.889","NN"
"slack","5","2,948","7.989","JJ|NN|VB"
"slacken","7","27","3.296","VB"
"slackened","9","35","3.555","VB"
"slackening","10","20","2.996","VB|NN"
"slacker","7","291","5.673","NN"
"slacking","8","121","4.796","VB|NN|JJ"
"slacks","6","493","6.201","NN|VB"
"slag","4","579","6.361","NN|VB"
"slagheap","8","1","0.000","NN|VB"
"slain","5","694","6.542","VB"
"slake","5","24","3.178","VB|NN"
"slaked","6","13","2.565","VB"
"slalom","6","1,029","6.936","NN|VB"
"slam","4","4,231","8.350","NN|VB"
"slammed","7","1,642","7.404","VB"
"slamming","8","1,543","7.341","VB"
"slander","7","2,098","7.649","NN|VB"
"slanderer","9","41","3.714","NN"
"slanderous","10","501","6.217","JJ"
"slanders","8","147","4.990","VB|NN"
"slang","5","1,953","7.577","NN"
"slangy","6","11","2.398","JJ"
"slant","5","1,431","7.266","NN|VB"
"slanted","7","930","6.835","VB|JJ"
"slanting","8","170","5.136","VB"
"slants","6","100","4.605","NN|VB"
"slantwise","9","1","0.000","RB"
"slap","4","3,098","8.039","VB|NN"
"slapdash","8","61","4.111","JJ"
"slaphappy","9","11","2.398","JJ"
"slapped","7","1,647","7.407","VB"
"slapping","8","971","6.878","VB|NN"
"slaps","5","528","6.269","NN|VB"
"slapstick","9","330","5.799","NN"
"slash","5","3,071","8.030","VB|NN"
"slashed","7","590","6.380","VB"
"slashes","7","702","6.554","NN|VB"
"slashing","8","736","6.601","VB"
"slat","4","70","4.248","NN"
"slate","5","1,017","6.925","NN"
"slated","6","1,144","7.042","VB"
"slats","5","226","5.421","NN"
"slatted","7","27","3.296","JJ"
"slaughter","9","2,785","7.932","NN|VB"
"slaughtered","11","1,153","7.050","VB"
"slaughterhouse","14","296","5.690","NN"
"slaughtering","12","405","6.004","VB"
"Slav","4","437","6.080","NN"
"slave","5","13,149","9.484","NN|VB"
"slaver","6","116","4.754","NN|VB"
"slavered","8","7","1.946","VB"
"slavery","7","6,413","8.766","NN"
"slaves","6","6,684","8.807","NN|VB"
"slave's","7","115","4.745","encl"
"Slavic","6","1,595","7.375","NN"
"slavish","7","132","4.883","JJ"
"Slavs","5","1,090","6.994","NN"
"slaw","4","86","4.454","NN"
"slay","4","555","6.319","VB"
"slaying","7","372","5.919","VB|NN"
"sleazy","6","1,193","7.084","JJ"
"sled","4","2,423","7.793","NN"
"sledding","8","199","5.293","NN|VB"
"sledge","6","274","5.613","NN"
"sledgehammer","12","313","5.746","NN"
"sleek","5","526","6.265","JJ"
"sleep","5","25,606","10.151","VB|NN"
"sleeper","7","1,093","6.997","NN"
"sleepers","8","433","6.071","NN"
"sleeper's","9","8","2.079","encl"
"sleepily","8","63","4.143","RB"
"sleeping","8","9,165","9.123","VB|NN"
"sleepless","9","490","6.194","JJ"
"sleeplessly","11","1","0.000","RB"
"sleeps","6","1,659","7.414","VB"
"sleepwalk","9","27","3.296","NN|VB"
"sleepwalker","11","259","5.557","NN"
"sleepy","6","1,205","7.094","JJ"
"sleepyhead","10","28","3.332","NN"
"sleet","5","140","4.942","NN"
"sleeve","6","4,251","8.355","NN"
"sleeveless","10","152","5.024","JJ"
"sleeves","7","3,157","8.057","NN"
"sleigh","6","739","6.605","NN"
"sleight","7","3,268","8.092","NN"
"slender","7","1,810","7.501","JJ"
"slenderer","9","1","0.000","JJ"
"slept","5","3,156","8.057","VB"
"sleuth","6","230","5.438","NN"
"sleuthing","9","66","4.190","VB|NN"
"slew","4","1,254","7.134","NN"
"slice","5","3,517","8.165","NN|VB"
"sliced","6","1,803","7.497","VB"
"slices","6","1,855","7.526","NN|VB"
"slick","5","4,655","8.446","JJ"
"slicker","7","258","5.553","JJ|NN"
"slickers","8","134","4.898","NN"
"slid","4","4,980","8.513","VB|JJ"
"slide","5","10,004","9.211","NN|VB"
"slides","6","3,016","8.012","NN|VB"
"sliding","7","4,432","8.397","VB"
"slight","6","13,036","9.475","JJ|NN|VB"
"slighter","8","22","3.091","JJ"
"slightest","9","3,175","8.063","JJ"
"slightly","8","35,773","10.485","RB"
"slights","7","84","4.431","VB|NN"
"slim","4","3,707","8.218","JJ|NN|VB"
"slime","5","1,921","7.561","NN"
"slimed","6","39","3.664","VB|JJ"
"slimly","6","1","0.000","RB"
"slimmer","7","195","5.273","JJ|NN"
"slimy","5","1,228","7.113","JJ"
"sling","5","782","6.662","NN|VB"
"slinger","7","66","4.190","NN"
"slinging","8","286","5.656","VB|NN"
"slings","6","253","5.533","NN|VB"
"slingshot","9","316","5.756","NN"
"slink","5","150","5.011","NN|VB"
"slinky","6","253","5.533","JJ"
"slip","4","24,291","10.098","NN|VB"
"slipcover","9","41","3.714","NN"
"slipknot","8","1,413","7.253","NN"
"slipover","8","4","1.386","NN|JJ"
"slippage","8","305","5.720","NN"
"slipped","7","5,281","8.572","VB"
"slipper","7","334","5.811","NN"
"slippers","8","472","6.157","NN"
"slippery","8","2,431","7.796","JJ"
"slipping","8","2,157","7.676","VB"
"slips","5","1,980","7.591","NN|VB"
"slipshod","8","73","4.290","JJ"
"slipstream","10","309","5.733","NN"
"slit","4","2,568","7.851","NN|VB"
"slither","7","183","5.209","VB|NN"
"slits","5","483","6.180","NN|VB"
"sliver","6","539","6.290","NN"
"sloan","5","1,541","7.340","NN"
"slob","4","379","5.938","NN|VB"
"slobber","7","125","4.828","VB"
"sloe","4","29","3.367","NN"
"slogan","6","1,544","7.342","NN"
"slogans","7","1,346","7.205","NN"
"sloop","5","153","5.030","NN"
"slop","4","407","6.009","NN|VB"
"slope","5","2,688","7.897","NN|VB"
"slopes","6","1,187","7.079","NN|VB"
"slope's","7","3","1.099","encl"
"sloping","7","472","6.157","VB|JJ"
"slopped","7","30","3.401","VB|JJ"
"sloppily","8","144","4.970","RB"
"slopping","8","53","3.970","VB|NN"
"sloppy","6","2,425","7.794","JJ"
"slosh","5","115","4.745","VB"
"sloshed","7","72","4.277","VB|JJ"
"slot","4","11,956","9.389","NN|VB"
"sloth","5","748","6.617","NN"
"slothful","8","62","4.127","JJ"
"slots","5","9,484","9.157","NN|VB"
"slotted","7","342","5.835","VB"
"slouch","6","195","5.273","VB|NN"
"slouches","8","42","3.738","VB|NN"
"slough","6","362","5.892","NN|VB"
"Slovak","6","1,402","7.246","NN|JJ"
"sloven","6","12","2.485","NN"
"Slovenia","8","1,144","7.042","NN"
"slovenliness","12","2","0.693","NN"
"slovenly","8","80","4.382","JJ"
"slow","4","43,719","10.686","JJ|VB|NN"
"slowed","6","2,433","7.797","VB"
"slower","6","13,019","9.474","JJ|RB"
"slowest","7","918","6.822","JJ|NN"
"slowing","7","2,117","7.658","VB"
"slowly","6","24,077","10.089","RB"
"slowness","8","906","6.809","NN"
"slowpoke","8","15","2.708","NN"
"sludge","6","645","6.469","NN"
"slug","4","4,597","8.433","NN|VB"
"sluggard","8","19","2.944","NN"
"slugged","7","64","4.159","VB"
"slugger","7","396","5.981","NN"
"sluggers","8","47","3.850","#"
"slugging","8","198","5.288","VB|NN"
"sluggish","8","856","6.752","JJ"
"sluggishly","10","56","4.025","RB"
"slugs","5","721","6.581","NN|VB"
"sluice","6","23","3.135","NN|VB"
"sluiced","7","5","1.609","VB|JJ"
"sluices","7","6","1.792","NN|VB"
"sluiceway","9","0","0.000","NN"
"sluicing","8","14","2.639","VB|NN"
"slum","4","467","6.146","NN|VB"
"slumber","7","344","5.841","NN|VB"
"slumbered","9","15","2.708","VB"
"slumming","8","77","4.344","VB|NN|JJ"
"slump","5","492","6.198","NN|VB"
"slumped","7","392","5.971","VB|JJ"
"slums","5","335","5.814","NN|VB"
"slung","5","232","5.447","VB"
"slur","4","658","6.489","NN|VB"
"slurp","5","306","5.724","NN|VB"
"slurped","7","105","4.654","VB|JJ"
"slush","5","351","5.861","NN"
"slushy","6","83","4.419","JJ"
"slut","4","2,118","7.658","NN"
"sly","3","1,115","7.017","JJ|RB"
"slyness","7","7","1.946","NN"
"smack","5","2,232","7.711","RB"
"smacked","7","625","6.438","VB"
"smacks","6","735","6.600","VB"
"small","5","158,742","11.975","JJ|NN"
"smaller","7","28,021","10.241","JJ|NN"
"smallest","8","3,473","8.153","JJ"
"smallish","8","520","6.254","JJ"
"smallness","9","62","4.127","NN"
"smallpox","8","391","5.969","NN"
"smalltime","9","11","2.398","JJ"
"smart","5","17,782","9.786","JJ|NN|VB"
"smarted","7","22","3.091","VB"
"smarter","7","2,833","7.949","JJ"
"smartly","7","162","5.088","RB"
"smash","5","2,573","7.853","NN|VB"
"smashed","7","1,806","7.499","VB"
"smasher","7","84","4.431","NN"
"smashing","8","1,559","7.352","JJ|VB"
"smatterings","11","10","2.303","NN"
"smear","5","1,826","7.510","NN|VB"
"smeared","7","641","6.463","VB"
"smell","5","9,693","9.179","NN|VB"
"smelled","7","1,234","7.118","VB"
"smelling","8","887","6.788","VB"
"smells","6","2,817","7.943","VB|NN"
"smelly","6","1,002","6.910","JJ"
"smelt","5","198","5.288","VB"
"smelts","6","9","2.197","VB|NN"
"smile","5","12,276","9.415","NN|VB"
"smiled","6","8,379","9.033","VB"
"smiles","6","2,487","7.819","NN|VB"
"smiling","7","4,457","8.402","VB|NN"
"smilingly","9","28","3.332","RB"
"smirch","6","5","1.609","VB|NN"
"smirk","5","632","6.449","NN|VB"
"smirked","7","240","5.481","VB"
"smite","5","216","5.375","VB"
"smith","5","45,658","10.729","NN"
"smithereens","11","165","5.106","NN"
"Smith's","7","1,189","7.081","encl"
"Smithsonian","11","1,296","7.167","NN"
"smithy","6","70","4.248","NN"
"smitten","7","205","5.323","VB|JJ"
"smock","5","163","5.094","NN"
"smocking","8","134","4.898","NN|JJ|VB"
"smog","4","727","6.589","NN"
"smoke","5","16,648","9.720","NN|VB"
"smoked","6","2,101","7.650","VB|JJ"
"smokehouse","10","44","3.784","NN"
"smoker","6","947","6.853","NN"
"smokers","7","1,992","7.597","NN"
"smokes","6","917","6.821","VB"
"smokescreen","11","305","5.720","NN"
"smokestack","10","108","4.682","NN"
"smoking","7","9,023","9.108","NN|VB"
"smoky","5","469","6.151","JJ"
"smoldered","9","4","1.386","VB"
"smoldering","10","198","5.288","VB"
"smolderingly","12","0","0.000","#"
"smolders","8","10","2.303","VB"
"smooch","6","143","4.963","NN|VB"
"smooching","9","47","3.850","VB|NN|JJ"
"smooth","6","13,504","9.511","JJ|NN|VB"
"smoothbore","10","68","4.220","NN"
"smoothed","8","723","6.583","VB"
"smoother","8","1,528","7.332","JJ"
"smoothest","9","211","5.352","JJ"
"smoothie","8","59","4.078","NN"
"smoothing","9","550","6.310","VB"
"smoothly","8","3,340","8.114","RB"
"smoothness","10","565","6.337","NN"
"smorgasbord","11","54","3.989","NN"
"smote","5","49","3.892","VB"
"smother","7","178","5.182","VB"
"smothered","9","358","5.881","VB"
"smothering","10","166","5.112","VB"
"smoulder","8","5","1.609","VB"
"smudge","6","335","5.814","NN"
"smudged","7","87","4.466","JJ|VB"
"smug","4","1,002","6.910","JJ"
"smuggle","7","335","5.814","VB"
"smuggled","8","489","6.192","VB"
"smuggler","8","310","5.737","NN"
"smugglers","9","521","6.256","NN"
"smuggling","9","1,348","7.206","VB|NN"
"smut","4","849","6.744","NN"
"smutty","6","71","4.263","JJ"
"snack","5","1,669","7.420","NN"
"snacks","6","967","6.874","NN"
"snag","4","1,431","7.266","NN|VB"
"snags","5","203","5.313","NN|VB"
"snail","5","10,191","9.229","NN"
"snails","6","612","6.417","NN"
"snail's","7","85","4.443","encl"
"snake","5","5,217","8.560","NN|VB"
"snakebite","9","116","4.754","NN"
"snaked","6","137","4.920","VB"
"snakes","6","2,618","7.870","NN|VB"
"snap","4","8,365","9.032","NN|VB"
"snapback","8","14","2.639","NN"
"snapdragon","10","61","4.111","NN"
"snapdragons","11","10","2.303","NN"
"snapped","7","1,825","7.509","VB"
"snapper","7","377","5.932","NN"
"snapping","8","751","6.621","VB"
"snappish","8","10","2.303","JJ"
"snappy","6","886","6.787","JJ"
"snapshot","8","1,467","7.291","NN"
"snapshots","9","1,787","7.488","NN"
"snare","5","1,012","6.920","NN|VB"
"snared","6","64","4.159","VB"
"snarl","5","344","5.841","NN|VB"
"snarled","7","306","5.724","VB"
"snarling","8","225","5.416","VB"
"snatch","6","706","6.560","VB"
"snatched","8","486","6.186","VB"
"snatcher","8","88","4.477","NN"
"snatches","8","138","4.927","NN|VB"
"snatching","9","182","5.204","VB"
"snazzy","6","362","5.892","JJ"
"sneak","5","2,639","7.878","VB|NN"
"sneaked","7","221","5.398","VB"
"sneaker","7","221","5.398","NN"
"sneakers","8","867","6.765","NN"
"sneaking","8","827","6.718","VB"
"sneaks","6","315","5.753","VB|NN"
"sneaky","6","1,052","6.958","JJ"
"sneer","5","555","6.319","NN|VB"
"sneered","7","212","5.357","VB"
"sneering","8","219","5.389","VB"
"sneers","6","88","4.477","VB|NN"
"sneeze","6","540","6.292","VB|NN"
"sneezed","7","159","5.069","VB"
"sneezing","8","260","5.561","VB"
"snick","5","175","5.165","NN"
"snicker","7","966","6.873","NN|VB"
"snickered","9","146","4.984","VB"
"snide","5","900","6.802","JJ"
"sniff","5","1,868","7.533","VB"
"sniffed","7","317","5.759","VB"
"sniffer","7","715","6.572","NN"
"sniffing","8","765","6.640","VB"
"sniffle","7","148","4.997","VB|NN"
"snip","4","5,535","8.619","VB|NN"
"snipe","5","291","5.673","VB"
"sniper","6","797","6.681","NN"
"sniper's","8","127","4.844","#"
"sniping","7","405","6.004","VB|NN"
"snippet","7","947","6.853","NN"
"snippy","6","100","4.605","JJ"
"snips","5","149","5.004","NN|VB"
"snitch","6","160","5.075","NN|VB"
"snivel","6","63","4.143","VB"
"snivelings","10","1","0.000","NN"
"snivelling","10","80","4.382","VB|NN|JJ"
"snob","4","453","6.116","NN"
"snobbery","8","270","5.598","NN"
"snobbish","8","195","5.273","JJ"
"snobbishly","10","3","1.099","RB"
"snobby","6","124","4.820","JJ"
"snobs","5","277","5.624","NN"
"snook","5","163","5.094","NN"
"snoop","5","776","6.654","NN|VB"
"snooping","8","350","5.858","VB"
"snooty","6","142","4.956","JJ"
"snooze","6","289","5.666","NN|VB"
"snore","5","224","5.412","NN|VB"
"snoring","7","315","5.753","VB"
"snorkel","7","336","5.817","NN|VB"
"snort","5","588","6.377","NN|VB"
"snorted","7","345","5.844","VB"
"snot","4","498","6.211","NN"
"snotty","6","407","6.009","JJ"
"snout","5","251","5.525","NN"
"snow","4","20,209","9.914","NN|VB"
"snowball","8","484","6.182","NN|VB"
"snowballs","9","148","4.997","NN|VB"
"snowblind","9","372","5.919","JJ"
"snowbound","9","51","3.932","JJ"
"snowdrift","9","14","2.639","NN"
"snowed","6","393","5.974","VB"
"snowfall","8","354","5.869","NN"
"snowfield","9","4","1.386","NN"
"snowflake","9","250","5.521","NN"
"snowflakes","10","160","5.075","NN"
"snowing","7","439","6.084","VB"
"snowman","7","799","6.683","NN"
"snowplough","10","0","0.000","NN|VB"
"snows","5","348","5.852","NN|VB"
"snow's","6","86","4.454","encl"
"snowshoe","8","134","4.898","NN"
"snowstorm","9","350","5.858","NN"
"snowy","5","758","6.631","JJ"
"snub","4","181","5.198","VB|NN|JJ"
"snubbed","7","200","5.298","VB|JJ"
"snubbing","8","48","3.871","VB|NN|JJ"
"snuff","5","1,066","6.972","VB|NN"
"snuffboxes","10","0","0.000","NN"
"snuffed","7","141","4.949","VB"
"snuffer","7","4","1.386","NN"
"snuffle","7","32","3.466","NN|VB"
"snug","4","1,259","7.138","JJ"
"snuggle","7","278","5.628","VB"
"snuggled","8","276","5.620","VB"
"snugly","6","346","5.846","RB"
"so","2","1,261,201","14.048","RB|minor"
"soak","4","2,107","7.653","VB"
"soaked","6","1,949","7.575","VB"
"soaking","7","1,384","7.233","VB"
"soap","4","8,037","8.992","NN|VB"
"soapbox","7","990","6.898","NN"
"soaps","5","1,352","7.209","NN|VB"
"soapstone","9","24","3.178","NN"
"soapsuds","8","13","2.565","NN"
"soapy","5","515","6.244","JJ"
"soar","4","864","6.762","VB|NN"
"soared","6","408","6.011","VB"
"soaring","7","1,299","7.169","VB"
"sob","3","1,631","7.397","VB|NN"
"sobbed","6","337","5.820","VB"
"sobbing","7","777","6.655","VB"
"sobbingly","9","0","0.000","RB"
"sober","5","1,703","7.440","JJ|VB"
"sobered","7","70","4.248","VB"
"sobering","8","221","5.398","VB"
"soberly","7","41","3.714","RB"
"sobriety","8","331","5.802","NN"
"sobriquet","9","51","3.932","NN"
"sobs","4","405","6.004","NN|VB"
"soccer","6","7,502","8.923","NN"
"sociable","8","231","5.442","JJ"
"social","6","58,169","10.971","JJ|NN"
"socialism","9","4,292","8.365","NN"
"socialist","9","5,874","8.678","JJ|NN"
"socialistic","11","314","5.749","JJ"
"socialite","9","51","3.932","NN"
"sociality","9","30","3.401","NN"
"socialization","13","855","6.751","NN"
"socialize","9","705","6.558","VB"
"socialized","10","883","6.783","VB"
"socializes","10","27","3.296","VB"
"socially","8","3,083","8.034","RB"
"societal","8","1,807","7.499","JJ"
"societies","9","5,979","8.696","NN"
"society","7","78,371","11.269","NN"
"society's","9","1,531","7.334","encl"
"socioeconomic","13","516","6.246","JJ"
"sociological","12","930","6.835","JJ"
"sociologically","14","58","4.060","RB"
"sociologist","11","315","5.753","NN"
"sociologists","12","273","5.609","NN"
"sociology","9","2,234","7.712","NN"
"sock","4","1,146","7.044","NN|VB"
"socked","6","107","4.673","VB|JJ"
"socket","6","8,514","9.049","NN"
"sockets","7","5,049","8.527","NN"
"socks","5","3,717","8.221","NN|VB"
"Socrates","8","1,196","7.087","NN"
"Socratic","8","170","5.136","JJ"
"sod","3","1,076","6.981","NN|VB"
"soda","4","3,367","8.122","NN"
"sodden","6","130","4.868","JJ"
"sodium","6","2,204","7.698","NN|JJ"
"sodomite","8","63","4.143","NN"
"sodomy","6","734","6.599","NN"
"sofa","4","1,515","7.323","NN"
"sofas","5","108","4.682","NN"
"soft","4","22,233","10.009","JJ|RB"
"softball","8","886","6.787","NN"
"soften","6","791","6.673","VB"
"softened","8","747","6.616","VB"
"softener","8","143","4.963","NN"
"softening","9","457","6.125","VB"
"softens","7","133","4.890","VB"
"softer","6","1,550","7.346","JJ"
"softest","7","166","5.112","JJ"
"softhearted","11","6","1.792","JJ"
"softly","6","3,691","8.214","RB"
"softness","8","595","6.389","NN"
"software","8","325,439","12.693","NN"
"softwood","8","130","4.868","JJ"
"softy","5","67","4.205","NN"
"soggy","5","378","5.935","JJ"
"soil","4","7,607","8.937","NN|VB"
"soiled","6","618","6.426","VB"
"soils","5","614","6.420","NN|VB"
"soiree","6","72","4.277","NN"
"soirees","7","14","2.639","NN"
"sojourn","7","521","6.256","NN|VB"
"sojourner","9","146","4.984","NN"
"sojourners","10","56","4.025","NN"
"solace","6","350","5.858","NN"
"solaced","7","0","0.000","JJ"
"solar","5","9,613","9.171","JJ|NN"
